Ticker;Company;Sector;Industry;Price;Market Cap;Currency;Exchange;Avg Volume;Avg Dollar Volume;Liquidity
NOVT;Novanta Inc.;TECHNOLOGY;Scientific & Technical Instruments;153.42;5463793152.0;USD;NMS;452335.0;69397236.0;HOCH
TKMS.DE;TKMS AG & Co. KGaA            I;DEFENSE;Aerospace & Defense;84.5;5367748096.0;EUR;GER;161720.0;13665340.0;HOCH
AIR;AAR Corp.;DEFENSE;Aerospace & Defense;134.935;5365591552.0;USD;NYQ;413533.0;55800075.0;HOCH
PATH;UiPath, Inc.;SOFTWARE;Software - Infrastructure;10.3345;5354513920.0;USD;NYQ;34261146.0;354071813.0;HOCH
TVTX;Travere Therapeutics, Inc.;BIOTECH;Biotechnology;57.385;5336397824.0;USD;NGM;2430904.0;139497426.0;HOCH
UEC;Uranium Energy Corp.;URANIUM;Uranium;10.8001;5294433280.0;USD;ASE;9981861.0;107805097.0;HOCH
CRSP;CRISPR Therapeutics AG;BIOTECH;Biotechnology;53.44;5262991872.0;USD;NGM;1686527.0;90128003.0;HOCH
APPF;AppFolio, Inc.;SOFTWARE;Software - Application;148.8104;5261716992.0;USD;NGM;362485.0;53941538.0;HOCH
VAL;Valaris Limited;ENERGY;Oil & Gas Drilling;75.29;5213966336.0;USD;NYQ;931182.0;70108693.0;HOCH
S;SentinelOne, Inc.;SOFTWARE;Software - Infrastructure;15.225;5199065088.0;USD;NYQ;8103525.0;123376168.0;HOCH
ACLS;Axcelis Technologies, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;166.675;5122572288.0;USD;NMS;678795.0;113138157.0;HOCH
DIOD;Diodes Incorporated;SEMICONDUCTOR;Semiconductors;110.16;5061272064.0;USD;NMS;649891.0;71591993.0;HOCH
BB;BlackBerry Limited;SOFTWARE;Software - Infrastructure;8.635;5060640256.0;USD;NYQ;28424891.0;245448934.0;HOCH
SYNA;Synaptics Incorporated;SEMICONDUCTOR;Semiconductors;127.02;4907758592.0;USD;NMS;868148.0;110272159.0;HOCH
EVD.DE;CTS Eventim AG & Co. KGaA     I;COMMUNICATION;Entertainment;50.35;4833161728.0;EUR;GER;351213.0;17683575.0;HOCH
UCTT;Ultra Clean Holdings, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;106.685;4782512640.0;USD;NMS;1108440.0;118253921.0;HOCH
GTLB;GitLab Inc.;SOFTWARE;Software - Infrastructure;28.16;4754534912.0;USD;NMS;6372200.0;179441152.0;HOCH
CNX;CNX Resources Corporation;ENERGY;Oil & Gas E&P;33.49;4738084864.0;USD;NYQ;1891422.0;63343723.0;HOCH
PBF;PBF Energy Inc.;ENERGY;Oil & Gas Refining & Marketing;39.95;4726423040.0;USD;NYQ;2994429.0;119627439.0;HOCH
ALM;Almonty Industries Inc.;MATERIALS;Other Industrial Metals & Mining;16.4401;4664744448.0;USD;NCM;5157133.0;84783782.0;HOCH
DFTX;Definium Therapeutics, Inc.;BIOTECH;Biotechnology;42.6426;4650891264.0;USD;NMS;2300477.0;98098321.0;HOCH
ZETA;Zeta Global Holdings Corp.;SOFTWARE;Software - Infrastructure;18.61;4638684160.0;USD;NYQ;8790369.0;163588767.0;HOCH
WCH.DE;Wacker Chemie AG              I;MATERIALS;Specialty Chemicals;93.3;4634956288.0;EUR;GER;106545.0;9940648.0;HOCH
WEX;WEX Inc.;SOFTWARE;Software - Infrastructure;133.18;4617103360.0;USD;NYQ;578320.0;77020658.0;HOCH
MP1.AX;MEGAPORT FPO [MP1];SOFTWARE;Software - Infrastructure;20.86;4607166464.0;AUD;ASX;1994719.0;41609838.0;HOCH
SAIC;Science Applications Internatio;TECHNOLOGY;Information Technology Services;108.17;4573083648.0;USD;NMS;558650.0;60429170.0;HOCH
IPGP;IPG Photonics Corporation;SEMICONDUCTOR;Semiconductor Equipment & Materials;105.535;4479287296.0;USD;NMS;519504.0;54825855.0;HOCH
POWI;Power Integrations, Inc.;SEMICONDUCTOR;Semiconductors;79.8025;4446594048.0;USD;NMS;1187419.0;94759005.0;HOCH
MIR;Mirion Technologies, Inc.;INDUSTRIALS;Specialty Industrial Machinery;18.17;4445394432.0;USD;NYQ;3847206.0;69903733.0;HOCH
IRDM;Iridium Communications Inc;COMMUNICATION;Telecom Services;41.81;4420476928.0;USD;NMS;2580540.0;107892377.0;HOCH
NEL.OL;NEL;INDUSTRIALS;Specialty Industrial Machinery;2.39;4392915456.0;NOK;OSL;7472003.0;17858087.0;HOCH
FOUR;Shift4 Payments, Inc.;SOFTWARE;Software - Infrastructure;43.995;4361222144.0;USD;NYQ;1751856.0;77072905.0;HOCH
VKTX;Viking Therapeutics, Inc.;BIOTECH;Biotechnology;37.424;4345137664.0;USD;NCM;2258733.0;84530824.0;HOCH
QS;QuantumScape Corporation;CONSUMER CYCLICAL;Auto Parts;7.005;4309091328.0;USD;NMS;22495103.0;157578197.0;HOCH
VRNS;Varonis Systems, Inc.;SOFTWARE;Software - Infrastructure;36.66;4305633792.0;USD;NMS;2352262.0;86233925.0;HOCH
VECO;Veeco Instruments Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;69.83;4261968384.0;USD;NMS;1519179.0;106084270.0;HOCH
NVTS;Navitas Semiconductor Corporati;SEMICONDUCTOR;Semiconductors;17.472;4254907904.0;USD;NGM;33298469.0;581790850.0;HOCH
R3NK.DE;RENK Group AG                 I;DEFENSE;Aerospace & Defense;42.44;4243999744.0;EUR;GER;640939.0;27201451.0;HOCH
OPEN;Opendoor Technologies Inc;REAL ESTATE;Real Estate Services;4.3;4148367616.0;USD;NMS;36302430.0;156100449.0;HOCH
DAVE;Dave Inc.;SOFTWARE;Software - Application;323.385;4111596800.0;USD;NGM;603554.0;195180310.0;HOCH
OLED;Universal Display Corporation;TECHNOLOGY;Electronic Components;86.76;4056107520.0;USD;NMS;857756.0;74418911.0;HOCH
ONDS;Ondas Inc;TECHNOLOGY;Communication Equipment;7.6682;4035934976.0;USD;NCM;67001791.0;513783134.0;HOCH
QLYS;Qualys, Inc.;SOFTWARE;Software - Infrastructure;114.59;4035516928.0;USD;NMS;824869.0;94521739.0;HOCH
BTDR;Bitdeer Technologies Group;SOFTWARE;Software - Application;16.14;3927082240.0;USD;NCM;8859679.0;142995219.0;HOCH
PUM.DE;PUMA SE                       I;CONSUMER CYCLICAL;Footwear & Accessories;26.66;3924589568.0;EUR;GER;832786.0;22202075.0;HOCH
ACHR;Archer Aviation Inc.;DEFENSE;Aerospace & Defense;5.1295;3909682688.0;USD;NYQ;40151622.0;205957745.0;HOCH
PI;Impinj, Inc.;SEMICONDUCTOR;Semiconductors;126.3;3846994944.0;USD;NMS;466203.0;58881439.0;HOCH
ATS.TO;ATS CORPORATION;INDUSTRIALS;Specialty Industrial Machinery;39.5;3831781888.0;CAD;TOR;280519.0;11080500.0;HOCH
SLG;SL Green Realty Corp;REAL ESTATE;REIT - Office;49.67;3824728832.0;USD;NYQ;1209203.0;60061113.0;HOCH
IOS.DE;IONOS Group SE                N;TECHNOLOGY;Information Technology Services;27.0;3694859264.0;EUR;GER;304476.0;8220852.0;HOCH
UUUU;Energy Fuels Inc;URANIUM;Uranium;14.69;3670546176.0;USD;ASE;10595764.0;155651773.0;HOCH
MNDY;monday.com Ltd.;SOFTWARE;Software - Application;70.78;3648812544.0;USD;NMS;1821280.0;128910198.0;HOCH
PLUG;Plug Power, Inc.;INDUSTRIALS;Electrical Equipment & Parts;2.6001;3627319040.0;USD;NCM;73913708.0;192183032.0;HOCH
DLO;DLocal Limited;SOFTWARE;Software - Infrastructure;12.315;3623923968.0;USD;NMS;2227714.0;27434298.0;HOCH
PTEN;Patterson-UTI Energy, Inc.;ENERGY;Oil & Gas Drilling;9.47;3594979328.0;USD;NMS;9285330.0;87932075.0;HOCH
FLNC;Fluence Energy, Inc.;UTILITIES;Utilities - Renewable;19.3;3557196032.0;USD;NMS;10460067.0;201879293.0;HOCH
BOX;Box, Inc.;SOFTWARE;Software - Infrastructure;25.47;3528426240.0;USD;NYQ;2365896.0;60259371.0;HOCH
RUN;Sunrun Inc.;TECHNOLOGY;Solar;14.775;3524565504.0;USD;NMS;8354548.0;123438447.0;HOCH
BEAM;Beam Therapeutics Inc.;BIOTECH;Biotechnology;34.05;3503037184.0;USD;NMS;2183585.0;74351069.0;HOCH
SMR;NuScale Power Corporation;INDUSTRIALS;Specialty Industrial Machinery;10.005;3462788608.0;USD;NYQ;34892095.0;349095410.0;HOCH
BILL;BILL Holdings, Inc.;SOFTWARE;Software - Application;33.37;3323542784.0;USD;NYQ;2489764.0;83083425.0;HOCH
LEU;Centrus Energy Corp.;URANIUM;Uranium;166.75;3280438272.0;USD;NYQ;895488.0;149322624.0;HOCH
HP;Helmerich & Payne, Inc.;ENERGY;Oil & Gas Drilling;32.765;3274237696.0;USD;NYQ;1166216.0;38211067.0;HOCH
ILU.AX;ILUKA RES FPO [ILU];MATERIALS;Other Industrial Metals & Mining;7.59;3272770304.0;AUD;ASX;2732883.0;20742582.0;HOCH
FR.PA;VALEO;CONSUMER CYCLICAL;Auto Parts;13.46;3245840640.0;EUR;PAR;1067104.0;14363220.0;HOCH
TDW;Tidewater Inc.;ENERGY;Oil & Gas Equipment & Services;65.065;3235725056.0;USD;NYQ;790900.0;51459908.0;HOCH
CLBT;Cellebrite DI Ltd.;SOFTWARE;Software - Infrastructure;12.741;3178112768.0;USD;NMS;2155617.0;27464716.0;HOCH
IAC;IAC Inc.;COMMUNICATION;Internet Content & Information;42.24;3142127872.0;USD;NGM;1179516.0;49822756.0;HOCH
UPST;Upstart Holdings, Inc.;FINANCIALS;Credit Services;32.64;3124025600.0;USD;NMS;4637888.0;151380664.0;HOCH
PONY;Pony AI Inc.;TECHNOLOGY;Information Technology Services;7.205;3123666944.0;USD;NMS;4803545.0;34609542.0;HOCH
TENB;Tenable Holdings, Inc.;SOFTWARE;Software - Infrastructure;27.96;3083204352.0;USD;NMS;3513845.0;98247106.0;HOCH
LUNR;Intuitive Machines, Inc.;DEFENSE;Aerospace & Defense;18.97;3043780096.0;USD;NGM;15672487.0;297307078.0;HOCH
RNG;Ringcentral, Inc.;SOFTWARE;Software - Application;35.775;3000041728.0;USD;NYQ;1670509.0;59762459.0;HOCH
SEDG;SolarEdge Technologies, Inc.;TECHNOLOGY;Solar;48.73;2963670784.0;USD;NMS;3890912.0;189604142.0;HOCH
TDC;Teradata Corporation;SOFTWARE;Software - Infrastructure;31.49;2963208960.0;USD;NYQ;2242432.0;70614184.0;HOCH
COHU;Cohu, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;62.4;2943741696.0;USD;NMS;1365872.0;85230413.0;HOCH
TARS;Tarsus Pharmaceuticals, Inc.;BIOTECH;Biotechnology;67.685;2912076544.0;USD;NMS;627806.0;42493049.0;HOCH
AEHR;Aehr Test Systems;SEMICONDUCTOR;Semiconductor Equipment & Materials;92.16;2898732032.0;USD;NCM;3001925.0;276657408.0;HOCH
DNN;Denison Mines Corp;URANIUM;Uranium;3.135;2837228288.0;USD;ASE;26202495.0;82144822.0;HOCH
FNTN.DE;freenet AG                    N;COMMUNICATION;Telecom Services;24.0;2831534336.0;EUR;GER;513210.0;12317040.0;HOCH
BTU;Peabody Energy Corporation;ENERGY;Thermal Coal;23.115;2816193536.0;USD;NYQ;3570933.0;82542116.0;HOCH
QTWO;Q2 Holdings, Inc.;SOFTWARE;Software - Application;44.87;2808880896.0;USD;NYQ;800570.0;35921576.0;HOCH
KC;Kingsoft Cloud Holdings Limited;SOFTWARE;Software - Application;9.2301;2763211776.0;USD;NMS;1420575.0;13112049.0;HOCH
ETL.PA;EUTELSAT COMMUNIC.;COMMUNICATION;Telecom Services;2.32;2732806912.0;EUR;PAR;3546972.0;8228975.0;HOCH
AMBA;Ambarella, Inc.;SEMICONDUCTOR;Semiconductor Equipment & Materials;62.22;2729478400.0;USD;NMS;1152522.0;71709919.0;HOCH
PAY;Paymentus Holdings, Inc.;SOFTWARE;Software - Infrastructure;21.69;2728370688.0;USD;NYQ;641677.0;13917974.0;HOCH
WK;Workiva Inc.;SOFTWARE;Software - Application;48.195;2704671488.0;USD;NYQ;1087704.0;52421894.0;HOCH
SOUN;SoundHound AI, Inc.;SOFTWARE;Software - Application;6.235;2698318592.0;USD;NGM;27306390.0;170255342.0;HOCH
HIMX;Himax Technologies, Inc.;SEMICONDUCTOR;Semiconductors;15.32;2672205056.0;USD;NMS;4335146.0;66414437.0;HOCH
STNE;StoneCo Ltd.;SOFTWARE;Software - Infrastructure;10.87;2643890688.0;USD;NMS;5617879.0;61066345.0;HOCH
SZG.DE;SALZGITTER AG                 I;MATERIALS;Steel;48.48;2622152192.0;EUR;GER;190595.0;9240046.0;HOCH
MGNI;Magnite, Inc.;COMMUNICATION;Advertising Agencies;18.3;2620834560.0;USD;NMS;2683106.0;49100840.0;HOCH
ESTA;Establishment Labs Holdings Inc;HEALTHCARE;Medical Devices;88.71;2610769920.0;USD;NCM;497133.0;44100668.0;HOCH
FRSH;Freshworks Inc.;SOFTWARE;Software - Application;9.405;2599863296.0;USD;NMS;11705850.0;110093519.0;HOCH
FSLY;Fastly, Inc.;SOFTWARE;Software - Application;16.2;2535300096.0;USD;NMS;10659183.0;172678765.0;HOCH
OUST;Ouster, Inc.;TECHNOLOGY;Electronic Components;39.175;2494387712.0;USD;NMS;3944258.0;154516307.0;HOCH
APAM;Artisan Partners Asset Manageme;FINANCIALS;Asset Management;34.956;2481640448.0;USD;NYQ;765869.0;26771717.0;HOCH
PAGS;PagSeguro Digital Ltd.;SOFTWARE;Software - Infrastructure;8.8199;2465332480.0;USD;NYQ;3539416.0;31217295.0;HOCH
ATEN;A10 Networks, Inc.;SOFTWARE;Software - Infrastructure;34.11;2455857920.0;USD;NYQ;1110703.0;37886079.0;HOCH
PAYO;Payoneer Global Inc.;SOFTWARE;Software - Infrastructure;7.085;2396107264.0;USD;NGM;6596624.0;46737081.0;HOCH
DRO.AX;DRONE FPO [DRO];DEFENSE;Aerospace & Defense;2.55;2356393216.0;AUD;ASX;12245636.0;31226372.0;HOCH
JUN3.DE;JUNGHEINRICH AG               I;INDUSTRIALS;Specialty Industrial Machinery;23.02;2348039936.0;EUR;GER;252898.0;5821712.0;HOCH
CALX;Calix, Inc;SOFTWARE;Software - Infrastructure;36.65;2337621504.0;USD;NYQ;1027445.0;37655859.0;HOCH
CSGS;CSG Systems International, Inc.;SOFTWARE;Software - Application;80.69;2300464128.0;USD;NGM;357653.0;28859021.0;HOCH
WOLF;Wolfspeed, Inc.;SEMICONDUCTOR;Semiconductors;43.96;2284693504.0;USD;NYQ;7019296.0;308568252.0;HOCH
RDW;Redwire Corporation;DEFENSE;Aerospace & Defense;11.345;2256732928.0;USD;NYQ;39406816.0;447070328.0;HOCH
RAMP;LiveRamp Holdings, Inc.;SOFTWARE;Software - Infrastructure;37.475;2251792640.0;USD;NYQ;1453501.0;54469950.0;HOCH
BRZE;Braze, Inc.;SOFTWARE;Software - Application;19.77;2226728192.0;USD;NMS;3322100.0;65677917.0;HOCH
QUBT;Quantum Computing Inc.;TECHNOLOGY;Computer Hardware;9.6599;2178645504.0;USD;NCM;20614785.0;199136762.0;HOCH
NTLA;Intellia Therapeutics, Inc.;BIOTECH;Biotechnology;15.485;2163599360.0;USD;NGM;6431454.0;99591065.0;HOCH
PNG.V;KRAKEN ROBOTICS INC;TECHNOLOGY;Scientific & Technical Instruments;6.99;2147153408.0;CAD;VAN;1400985.0;9792885.0;HOCH
KSS;Kohl's Corporation;CONSUMER CYCLICAL;Department Stores;18.86;2138723968.0;USD;NYQ;4980869.0;93939189.0;HOCH
ARR;ARMOUR Residential REIT, Inc.;REAL ESTATE;REIT - Mortgage;17.05;2114986112.0;USD;NYQ;3067291.0;52297312.0;HOCH
NOG;Northern Oil and Gas, Inc.;ENERGY;Oil & Gas E&P;19.255;2094638720.0;USD;NYQ;2670919.0;51428545.0;HOCH
AMR;Alpha Metallurgical Resources, ;MATERIALS;Coking Coal;161.56;2054174592.0;USD;NYQ;261312.0;42217567.0;HOCH
SPSC;SPS Commerce, Inc.;SOFTWARE;Software - Application;55.71;2045264768.0;USD;NMS;654343.0;36453449.0;HOCH
EOSE;Eos Energy Enterprises, Inc.;INDUSTRIALS;Electrical Equipment & Parts;5.925;2011620608.0;USD;NCM;26677570.0;158064602.0;HOCH
GNL;Global Net Lease, Inc.;REAL ESTATE;REIT - Diversified;9.195;1940972672.0;USD;NYQ;2088259.0;19201542.0;HOCH
IOVA;Iovance Biotherapeutics, Inc.;BIOTECH;Biotechnology;4.325;1931122816.0;USD;NGM;14293809.0;61820724.0;HOCH
HG.CN;HydrographCP;MATERIALS;Specialty Chemicals;5.38;1883948928.0;CAD;CNQ;649320.0;3493342.0;MITTEL
VBK.DE;Verbio SE                     I;MATERIALS;Specialty Chemicals;29.54;1882155392.0;EUR;GER;216267.0;6388527.0;HOCH
ABCL;AbCellera Biologics Inc.;BIOTECH;Biotechnology;5.9939;1830389504.0;USD;NMS;6607333.0;39603693.0;HOCH
SEMR;SEMrush Holdings, Inc.;SOFTWARE;Software - Application;12.0;1814168832.0;USD;NYQ;1442075.0;17304900.0;HOCH
POET;POET Technologies Inc.;SEMICONDUCTOR;Semiconductors;10.3901;1793283456.0;USD;NCM;41962311.0;435992608.0;HOCH
ZYME;Zymeworks Inc.;BIOTECH;Biotechnology;24.325;1789686272.0;USD;NMS;652550.0;15873279.0;HOCH
WIX;Wix.com Ltd.;SOFTWARE;Software - Infrastructure;42.24;1767723520.0;USD;NMS;2502759.0;105716540.0;HOCH
AMPX;Amprius Technologies, Inc.;INDUSTRIALS;Electrical Equipment & Parts;12.355;1749803648.0;USD;NYQ;8589912.0;106128363.0;HOCH
IAS;Integral Ad Science Holding Cor;COMMUNICATION;Advertising Agencies;10.34;1735615872.0;USD;NGM;1586262.0;16401949.0;HOCH
RXRX;Recursion Pharmaceuticals, Inc.;BIOTECH;Biotechnology;3.215;1706400512.0;USD;NMS;15777683.0;50725251.0;HOCH
BBAI;BigBear.ai, Inc.;TECHNOLOGY;Information Technology Services;3.54;1695480960.0;USD;NYQ;38464617.0;136164744.0;HOCH
MQ;Marqeta, Inc.;SOFTWARE;Software - Infrastructure;3.965;1681280128.0;USD;NMS;3945035.0;15642064.0;HOCH
SHLS;Shoals Technologies Group, Inc.;TECHNOLOGY;Solar;9.98;1674362752.0;USD;NGM;5530101.0;55190408.0;HOCH
NCNO;nCino, Inc.;SOFTWARE;Software - Application;14.805;1621931520.0;USD;NMS;3619485.0;53586475.0;HOCH
AMC;AMC Entertainment Holdings, Inc;COMMUNICATION;Entertainment;2.105;1587531520.0;USD;NYQ;36136982.0;76068347.0;HOCH
ASAN;Asana, Inc.;SOFTWARE;Software - Application;6.68;1585586944.0;USD;NYQ;6798138.0;45411562.0;HOCH
HLIT;Harmonic Inc.;TECHNOLOGY;Communication Equipment;14.33;1554753920.0;USD;NMS;2748374.0;39384199.0;HOCH
APPN;Appian Corporation;SOFTWARE;Software - Infrastructure;21.09;1548261632.0;USD;NGM;945940.0;19949875.0;HOCH
WEN;Wendy's Company (The);CONSUMER CYCLICAL;Restaurants;7.855;1496225408.0;USD;NMS;9847254.0;77350180.0;HOCH
KSB3.DE;KSB SE & Co. KGaA             I;INDUSTRIALS;Specialty Industrial Machinery;849.0;1486876672.0;EUR;GER;2337.0;1984113.0;MITTEL
VET;Vermilion Energy Inc.;ENERGY;Oil & Gas E&P;9.375;1436249984.0;USD;NYQ;1719620.0;16121438.0;HOCH
VH2.DE;Friedrich Vorwerk Group SE    I;INDUSTRIALS;Engineering & Construction;70.8;1416000000.0;EUR;GER;75705.0;5359914.0;HOCH
RCAT;Red Cat Holdings, Inc.;DEFENSE;Aerospace & Defense;9.26;1409300480.0;USD;NCM;13820967.0;127982154.0;HOCH
ORC;Orchid Island Capital, Inc.;REAL ESTATE;REIT - Mortgage;6.825;1369778944.0;USD;NYQ;5472393.0;37349082.0;HOCH
LAC;Lithium Americas Corp.;MATERIALS;Other Industrial Metals & Mining;3.895;1367388288.0;USD;NYQ;10953806.0;42665074.0;HOCH
DEQ.DE;DEUTSCHE EUROSHOP AG          N;REAL ESTATE;Real Estate Services;18.0;1363389440.0;EUR;GER;10768.0;193824.0;NIEDRIG
AI;C3.ai, Inc.;SOFTWARE;Software - Infrastructure;9.38;1362831616.0;USD;NYQ;5939108.0;55708833.0;HOCH
AEVA;Aeva Technologies, Inc.;SOFTWARE;Software - Infrastructure;19.73;1332469504.0;USD;NMS;2031474.0;40080982.0;HOCH
ENVX;Enovix Corporation;INDUSTRIALS;Electrical Equipment & Parts;5.955;1299103744.0;USD;NMS;6620103.0;39422713.0;HOCH
BLKB;Blackbaud, Inc.;SOFTWARE;Software - Application;27.79;1276453248.0;USD;NMS;766916.0;21312596.0;HOCH
GLOB;Globant S.A.;TECHNOLOGY;Information Technology Services;29.5;1273796864.0;USD;NYQ;1621269.0;47827436.0;HOCH
VOS.DE;VOSSLOH AG                    I;INDUSTRIALS;Railroads;64.85;1252940672.0;EUR;GER;17302.0;1122035.0;MITTEL
PGY;Pagaya Technologies Ltd.;SOFTWARE;Software - Infrastructure;15.07;1248863488.0;USD;NCM;3674864.0;55380200.0;HOCH
AMG.AS;AMG Critical Materials N.V.;MATERIALS;Other Industrial Metals & Mining;34.7;1234837760.0;EUR;AMS;291447.0;10113211.0;HOCH
PFI.F;PALFINGER AG                  I;INDUSTRIALS;Farm & Heavy Construction Machinery;32.5;1221780864.0;EUR;FRA;145.0;4712.0;NIEDRIG
PAL.VI;Palfinger AG;INDUSTRIALS;Farm & Heavy Construction Machinery;32.05;1204863872.0;EUR;VIE;29838.0;956308.0;NIEDRIG
ARRY;Array Technologies, Inc.;TECHNOLOGY;Solar;7.73;1189077888.0;USD;NGM;5500762.0;42520890.0;HOCH
RDWR;Radware Ltd.;SOFTWARE;Software - Infrastructure;28.17;1185463680.0;USD;NMS;239924.0;6758659.0;HOCH
CXM;Sprinklr, Inc.;SOFTWARE;Software - Application;5.04;1180513024.0;USD;NYQ;4046464.0;20394179.0;HOCH
NNE;Nano Nuclear Energy Inc.;INDUSTRIALS;Specialty Industrial Machinery;22.585;1177172480.0;USD;NCM;2608362.0;58909856.0;HOCH
SDGR;Schrodinger, Inc.;HEALTHCARE;Health Information Services;15.36;1147710208.0;USD;NMS;1360633.0;20899323.0;HOCH
AZTA;Azenta, Inc.;HEALTHCARE;Medical Instruments & Supplies;23.74;1094243200.0;USD;NMS;1133585.0;26911308.0;HOCH
HIVE;HIVE Digital Technologies Ltd;FINANCIALS;Capital Markets;4.01;1072397632.0;USD;NCM;25438927.0;102010097.0;HOCH
HIVE.V;HIVE DIGITAL TECHNOLOGIES LTD;FINANCIALS;Capital Markets;4.1;1038352704.0;CAD;VAN;2114497.0;8669438.0;HOCH
UPWK;Upwork Inc.;COMMUNICATION;Internet Content & Information;8.33;1028906048.0;USD;NMS;4087017.0;34044852.0;HOCH
NAK;Northern Dynasty Minerals, Ltd.;MATERIALS;Other Industrial Metals & Mining;1.805;1011361600.0;USD;ASE;8048359.0;14527288.0;HOCH
KRI.AT;KRI-KRI S.A.;CONSUMER DEFENSIVE;Packaged Foods;30.3;998865792.0;EUR;ATH;22793.0;690628.0;NIEDRIG
KURA;Kura Oncology, Inc.;BIOTECH;Biotechnology;10.65;945446976.0;USD;NMS;1668696.0;17771612.0;HOCH
QNC.V;QUANTUM EMOTION CORP;SOFTWARE;Software - Infrastructure;4.29;941095872.0;CAD;VAN;668838.0;2869315.0;MITTEL
BKSY;BlackSky Technology Inc.;INDUSTRIALS;Specialty Business Services;25.2;935147456.0;USD;NYQ;2339214.0;58948193.0;HOCH
GDRX;GoodRx Holdings, Inc.;HEALTHCARE;Health Information Services;2.745;929663808.0;USD;NMS;1549722.0;4253987.0;MITTEL
UMAC;Unusual Machines, Inc.;TECHNOLOGY;Computer Hardware;19.32;923378624.0;USD;ASE;6021456.0;116334530.0;HOCH
EVEX;Eve Holding, Inc.;DEFENSE;Aerospace & Defense;2.6253;914403968.0;USD;NYQ;1220158.0;3203281.0;MITTEL
GILT;Gilat Satellite Networks Ltd.;TECHNOLOGY;Communication Equipment;11.96;902632512.0;USD;NMS;864970.0;10345041.0;HOCH
GXI.DE;Gerresheimer AG               I;HEALTHCARE;Medical Instruments & Supplies;26.0;898040000.0;EUR;GER;217064.0;5643664.0;HOCH
ZVRA;Zevra Therapeutics, Inc.;BIOTECH;Biotechnology;13.025;769973952.0;USD;NMS;1480383.0;19281989.0;HOCH
IVR;INVESCO MORTGAGE CAPITAL INC;REAL ESTATE;REIT - Mortgage;7.8155;767482048.0;USD;NYQ;2261195.0;17672370.0;HOCH
SLI;Standard Lithium Ltd.;MATERIALS;Other Industrial Metals & Mining;3.065;747428096.0;USD;ASE;1795429.0;5502990.0;HOCH
SATL;Satellogic Inc.;DEFENSE;Aerospace & Defense;5.035;746409024.0;USD;NCM;11280077.0;56795188.0;HOCH
INDI;indie Semiconductor, Inc.;SEMICONDUCTOR;Semiconductors;3.515;742679424.0;USD;NCM;5325788.0;18720145.0;HOCH
LAES;SEALSQ Corp;SEMICONDUCTOR;Semiconductors;3.135;698396480.0;USD;NMS;15843477.0;49669300.0;HOCH
NRGV;Energy Vault Holdings, Inc.;UTILITIES;Utilities - Renewable;3.82;680900416.0;USD;NYQ;4719064.0;18026824.0;HOCH
CRMD;CorMedix Inc.;BIOTECH;Biotechnology;8.645;678216576.0;USD;NGM;1232519.0;10655127.0;HOCH
SPIR;Spire Global, Inc.;INDUSTRIALS;Specialty Business Services;16.91;654612288.0;USD;NYQ;1954372.0;33048431.0;HOCH
DNUT;Krispy Kreme, Inc.;CONSUMER DEFENSIVE;Grocery Stores;3.745;645637952.0;USD;NMS;2395179.0;8969945.0;HOCH
DNA;Ginkgo Bioworks Holdings, Inc.;BIOTECH;Biotechnology;9.44;616663168.0;USD;NYQ;1249633.0;11796536.0;HOCH
MNPR;Monopar Therapeutics Inc.;BIOTECH;Biotechnology;88.24;591125248.0;USD;NCM;167490.0;14779318.0;HOCH
SLDP;Solid Power, Inc.;CONSUMER CYCLICAL;Auto Parts;2.61;587207424.0;USD;NMS;6533270.0;17051835.0;HOCH
TLRY;Tilray Brands, Inc.;PHARMA;Drug Manufacturers - Specialty & Generic;4.585;553952384.0;USD;NMS;4841617.0;22198814.0;HOCH
PUBM;PubMatic, Inc.;SOFTWARE;Software - Application;11.845;550121216.0;USD;NGM;675072.0;7996228.0;HOCH
URG;Ur Energy Inc;URANIUM;Uranium;1.335;530438016.0;USD;ASE;10176522.0;13585657.0;HOCH
SERV;Serve Robotics Inc.;INDUSTRIALS;Specialty Industrial Machinery;6.055;515221344.0;USD;NCM;4592330.0;27806558.0;HOCH
EH;EHang Holdings Limited;DEFENSE;Aerospace & Defense;6.65;504371648.0;USD;NGM;903101.0;6005622.0;HOCH
ARQQ;Arqit Quantum Inc.;SOFTWARE;Software - Infrastructure;27.44;477522208.0;USD;NCM;752324.0;20643771.0;HOCH
OCGN;Ocugen, Inc.;BIOTECH;Biotechnology;1.405;475623200.0;USD;NCM;6989464.0;9820197.0;HOCH
RPD;Rapid7, Inc.;SOFTWARE;Software - Infrastructure;6.975;466143552.0;USD;NGM;2076190.0;14481425.0;HOCH
PACB;Pacific Biosciences of Californ;HEALTHCARE;Medical Devices;1.425;442607392.0;USD;NMS;6097914.0;8689527.0;HOCH
VLA.PA;VALNEVA SE;BIOTECH;Biotechnology;2.271;430688128.0;EUR;PAR;1012221.0;2298754.0;MITTEL
EDIT;Editas Medicine, Inc.;BIOTECH;Biotechnology;2.79;428158528.0;USD;NMS;2166877.0;6045587.0;HOCH
